Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID
mahi-mahi model,,NA,NA,NA,NA,No,No,No,NA,NFS,18000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishShiiraToy,NA,7014
man-faced stink bug model,,NA,NA,NA,NA,No,No,No,NA,NFS,3000,Black,Orange,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectJinmenkamemushiToy,NA,7116
mantis model,,NA,NA,NA,NA,No,No,No,NA,NFS,1290,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectKamakiriToy,NA,7068
matryoshka,,Red,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Red,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_0_0,0_0,1652
matryoshka,,Yellow,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Yellow,White,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_1_0,1_0,1652
matryoshka,,Blue,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Blue,Light blue,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_2_0,2_0,1652
matryoshka,,Brown,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Brown,Beige,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_3_0,3_0,1652
matryoshka,,Green,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Green,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_4_0,4_0,1652
metal can,,NA,NA,NA,NA,No,No,No,NA,600,150,Gray,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,garage,None,None,None,No,Vehicle,Does not play music,No lighting,For sale,FtrIttocan,NA,7262
metronome,,Red,NA,NA,NA,No,No,No,NA,1300,325,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMetronome_Remake_0_0,0_0,1042
metronome,,Cream,NA,NA,NA,No,No,No,NA,1300,325,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMetronome_Remake_1_0,1_0,1042
metronome,,Blue,NA,NA,NA,No,No,No,NA,1300,325,Blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMetronome_Remake_2_0,2_0,1042
metronome,,Black,NA,NA,NA,No,No,No,NA,1300,325,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMetronome_Remake_3_0,3_0,1042
metronome,,Brown,NA,NA,NA,No,No,No,NA,1300,325,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMetronome_Remake_4_0,4_0,1042
microscope,,White,NA,NA,NA,No,No,No,NA,3100,775,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,Does not play music,No lighting,For sale,FtrMicroscope_Remake_0_0,0_0,1319
microscope,,Silver,NA,NA,NA,No,No,No,NA,3100,775,Gray,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,Does not play music,No lighting,For sale,FtrMicroscope_Remake_1_0,1_0,1319
microscope,,Black,NA,NA,NA,No,No,No,NA,3100,775,Black,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,Does not play music,No lighting,For sale,FtrMicroscope_Remake_2_0,2_0,1319
microwave,,White,NA,NA,NA,No,No,No,NA,3000,750,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMicrowave_Remake_0_0,0_0,1043
microwave,,Black,NA,NA,NA,No,No,No,NA,3000,750,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMicrowave_Remake_1_0,1_0,1043
microwave,,Red,NA,NA,NA,No,No,No,NA,3000,750,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMicrowave_Remake_2_0,2_0,1043
microwave,,Green,NA,NA,NA,No,No,No,NA,3000,750,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMicrowave_Remake_3_0,3_0,1043
migratory locust model,,NA,NA,NA,NA,No,No,No,NA,NFS,1800,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectTonosamabattaToy,NA,7103
mini-cactus set,,NA,NA,NA,NA,No,No,No,NA,400,100,Green,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Plants,Does not play music,No lighting,For sale,FtrCactusesMini,NA,4123
mitten crab model,,NA,NA,NA,NA,No,No,No,NA,NFS,6000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishSyanhaiganiToy,NA,7019
mixer,,Tomatoes,NA,NA,NA,No,No,No,NA,1400,350,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_0_0,0_0,1050
mixer,,Green smoothie,NA,NA,NA,No,No,No,NA,1400,350,Black,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_1_0,1_0,1050
mixer,,Carrots,NA,NA,NA,No,No,No,NA,1400,350,Gray,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_2_0,2_0,1050
mixer,,Oranges,NA,NA,NA,No,No,No,NA,1400,350,Orange,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_3_0,3_0,1050
mixer,,Blueberries,NA,NA,NA,No,No,No,NA,1400,350,Green,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_4_0,4_0,1050
mixer,,Bananas,NA,NA,NA,No,No,No,NA,1400,350,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_5_0,5_0,1050
mixer,,Strawberries,NA,NA,NA,No,No,No,NA,1400,350,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_6_0,6_0,1050
mixer,,Kiwifruit,NA,NA,NA,No,No,No,NA,1400,350,Light blue,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrMixer_Remake_7_0,7_0,1050
miyama stag model,,NA,NA,NA,NA,No,No,No,NA,NFS,3000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectMiyamakuwagataToy,NA,7083
modeling clay,,Beginning stages,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Light blue,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_0_0,0_0,7258
modeling clay,,Dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Light blue,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_1_0,1_0,7258
modeling clay,,Cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Yellow,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_2_0,2_0,7258
modeling clay,,Colorful dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Green,Light blue,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_3_0,3_0,7258
modeling clay,,Colorful cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Pink,Colorful,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_4_0,4_0,7258
modeling clay,,Clay dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Brown,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_5_0,5_0,7258
modeling clay,,Clay cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Brown,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_6_0,6_0,7258
mole cricket model,,NA,NA,NA,NA,No,No,No,NA,NFS,1500,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectOkeraToy,NA,7089
Mom's candle set,,Cubes,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_0_0,0_0,7143
Mom's candle set,,Elegant flowers,Design,NA,NA,No,Yes,No,1,NFS,88,White,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_1_0,1_0,7143
Mom's candle set,,Chic flowers,Design,NA,NA,No,Yes,No,1,NFS,88,White,Beige,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_2_0,2_0,7143
Mom's candle set,,Pastel,Design,NA,NA,No,Yes,No,1,NFS,88,White,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_3_0,3_0,7143
Mom's candle set,,Fairy tale,Design,NA,NA,No,Yes,No,1,NFS,88,Red,Purple,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_4_0,4_0,7143
Mom's candle set,,Marine,Design,NA,NA,No,Yes,No,1,NFS,88,Light blue,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_5_0,5_0,7143
Mom's cushion,,Red with hearts,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_0_0,0_0,7144
Mom's cushion,,Blue with flowers,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_1_0,1_0,7144
Mom's cushion,,Colorful quilt,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_2_0,2_0,7144
Mom's cushion,,Pop flowers,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_3_0,3_0,7144
Mom's cushion,,Animal,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_4_0,4_0,7144
Mom's cushion,,Denim,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_5_0,5_0,7144
Mom's homemade cake,,Cat,Decorations,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_0_0,0_0,7146
Mom's homemade cake,,Strawberry & flowers,Decorations,NA,NA,No,Yes,No,1,NFS,88,Red,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_1_0,1_0,7146
Mom's homemade cake,,Carrot,Decorations,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_2_0,2_0,7146
Mom's homemade cake,,Dog,Decorations,NA,NA,No,Yes,No,1,NFS,88,White,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_3_0,3_0,7146
Mom's homemade cake,,Bird,Decorations,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_4_0,4_0,7146
Mom's homemade cake,,Chocolate,Decorations,NA,NA,No,Yes,No,1,NFS,88,Brown,Black,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_5_0,5_0,7146
Mom's pen stand,,Striped house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_0_0,0_0,7141
Mom's pen stand,,Stone house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_1_0,1_0,7141
Mom's pen stand,,Brick house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_2_0,2_0,7141
Mom's pen stand,,Fairy-tale house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_3_0,3_0,7141
Mom's pen stand,,Simple house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_4_0,4_0,7141
Mom's pen stand,,Wood house,Design,NA,NA,No,Yes,No,1,NFS,88,Beige,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_5_0,5_0,7141
Mom's plushie,,Bedford,Name,NA,NA,No,Yes,No,1,NFS,88,White,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_0_0,0_0,7147
Mom's plushie,,Dot,Name,NA,NA,No,Yes,No,1,NFS,88,Gray,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_1_0,1_0,7147
Mom's plushie,,Puppers,Name,NA,NA,No,Yes,No,1,NFS,88,Brown,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_2_0,2_0,7147
Mom's plushie,,Pippa,Name,NA,NA,No,Yes,No,1,NFS,88,Pink,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_3_0,3_0,7147
Mom's plushie,,Gertie,Name,NA,NA,No,Yes,No,1,NFS,88,Green,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_4_0,4_0,7147
Mom's plushie,,Roary,Name,NA,NA,No,Yes,No,1,NFS,88,Blue,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_5_0,5_0,7147
Mom's tea cozy,,Patterned,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_0_0,0_0,7138
Mom's tea cozy,,Green & white,Design,NA,NA,No,Yes,No,1,NFS,88,Green,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_1_0,1_0,7138
Mom's tea cozy,,Floral,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_2_0,2_0,7138
Mom's tea cozy,,Pink,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_3_0,3_0,7138
Mom's tea cozy,,Blue cat,Design,NA,NA,No,Yes,No,1,NFS,88,Light blue,Light blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_4_0,4_0,7138
Mom's tea cozy,,Blue & gray,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Black,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_5_0,5_0,7138
Mom's tissue box,,Quilted pattern,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_0_0,0_0,7140
Mom's tissue box,,Flowers,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,White,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_1_0,1_0,7140
Mom's tissue box,,Quilted animals,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_2_0,2_0,7140
Mom's tissue box,,Fanciful quilted pattern,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_3_0,3_0,7140
Mom's tissue box,,Fruits,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_4_0,4_0,7140
Mom's tissue box,,Denim with stripes,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_5_0,5_0,7140
monarch butterfly model,,NA,NA,NA,NA,No,No,No,NA,NFS,420,Orange,Orange,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectOhkabamadaraToy,NA,7091
moray eel model,,NA,NA,NA,NA,No,No,No,NA,NFS,6000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishUtsuboToy,NA,7025
mosquito model,,NA,NA,NA,NA,No,No,No,NA,NFS,390,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectKaToy,NA,5936
moss ball,,NA,NA,NA,NA,No,No,No,NA,720,180,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,zen-style,None,None,None,No,Plants,Does not play music,No lighting,For sale,FtrBonsaiKokedama,NA,109
moth model,,NA,NA,NA,NA,No,No,No,NA,NFS,390,Beige,Beige,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectGaToy,NA,7056
mug,,White,NA,Plain,Design,No,No,Yes,1,460,115,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,Does not play music,No lighting,For sale,FtrMug_Remake_0_0,0_0,1870
